"","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","DistributionChannel","UserLanguage","HighTime1_First.Click","HighTime1_Last.Click","HighTime1_Page.Submit","HighTime1_Click.Count","HighQ1","HighTime2_First.Click","HighTime2_Last.Click","HighTime2_Page.Submit","HighTime2_Click.Count","HighQ2","HighTime3_First.Click","HighTime3_Last.Click","HighTime3_Page.Submit","HighTime3_Click.Count","HighQ3","LowTime1_First.Click","LowTime1_Last.Click","LowTime1_Page.Submit","LowTime1_Click.Count","LowQ1","LowTime2_First.Click","LowTime2_Last.Click","LowTime2_Page.Submit","LowTime2_Click.Count","LowQ2","LowTime3_First.Click","LowTime3_Last.Click","LowTime3_Page.Submit","LowTime3_Click.Count","LowQ3","Q40_First.Click","Q40_Last.Click","Q40_Page.Submit","Q40_Click.Count","AttitudeQ5_1","Q41_First.Click","Q41_Last.Click","Q41_Page.Submit","Q41_Click.Count","AttitudeQ6_1","AttitudeTime1_First.Click","AttitudeTime1_Last.Click","AttitudeTime1_Page.Submit","AttitudeTime1_Click.Count","AttitudeQ1_1","AttitudeTime2_First.Click","AttitudeTime2_Last.Click","AttitudeTime2_Page.Submit","AttitudeTime2_Click.Count","AttitudeQ2_1","AttitudeTime3_First.Click","AttitudeTime3_Last.Click","AttitudeTime3_Page.Submit","AttitudeTime3_Click.Count","AttitudeQ3_1","AttitudeTime4_First.Click","AttitudeTime4_Last.Click","AttitudeTime4_Page.Submit","AttitudeTime4_Click.Count","AttitudeQ4_1","AttitudeTime7_First.Click","AttitudeTime7_Last.Click","AttitudeTime7_Page.Submit","AttitudeTime7_Click.Count","AttitudeQ7_1","Age","PoliticalView_1","Gender","Race","Race_7_TEXT","Education","Thanks","ID","rtime","high"
"159","5/17/2021 19:17","5/17/2021 19:19",0,100,146,1,"5/17/2021 19:19",NA,NA,NA,NA,"anonymous","EN",7.768,7.768,8.883,1,3,2.174,2.174,3.748,1,3,3.677,3.677,4.658,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.005,15.005,16.54,1,6.04,7.198,7.198,8.202,1,4,5.863,5.863,6.992,1,1.99,8.481,8.481,9.49,1,5.42,8.951,8.951,9.8,1,9.72,6.227,6.227,7.525,1,1.04,7.097,7.097,7.945,1,4.63,"1961",8.49,2,"1",NA,6,NA,2908,8.3783,TRUE
"160","5/17/2021 19:16","5/17/2021 19:19",0,100,224,1,"5/17/2021 19:19",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.459,19.459,20.282,1,5,5.407,5.407,7.221,1,3,6.867,6.867,7.827,1,2,4.504,8.441,9.504,2,1.94,4.85,7.398,9.328,2,3.07,4.002,4.002,5.557,1,2.38,6.804,6.804,7.78,1,3.35,5.896,5.896,6.832,1,8.27,5.739,5.739,6.643,1,2.06,4.987,4.987,6.159,1,2.9,"1959",8.51,2,"1",NA,3,NA,7308,8.7133,FALSE
"161","5/17/2021 19:18","5/17/2021 19:19",0,100,83,1,"5/17/2021 19:19",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16,2.16,3.425,1,4,2.455,2.455,3.329,1,5,2.437,2.437,3.382,1,5,2.241,2.241,3.492,1,8.34,3.476,3.476,4.706,1,9.83,3.102,3.102,4.104,1,9.97,3.15,3.15,4.243,1,9.97,4.107,4.107,5.148,1,10,4.126,4.126,5.388,1,5.86,5.451,5.451,6.742,1,6.15,"1950",1.82,1,"1",NA,5,NA,1544,4.3959,FALSE
"162","5/17/2021 19:14","5/17/2021 19:19",0,100,334,1,"5/17/2021 19:19",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.955,12.955,15.367,1,3,9.206,9.206,16.324,1,2,18.049,18.049,19.57,1,1,12.838,12.838,19.913,1,3.99,7.575,10.535,16.318,2,5,16.396,16.396,19.059,1,6.49,11.834,11.834,14.451,1,7.51,52.93,52.93,55.276,1,9,12.729,12.729,16.023,1,2.01,15.701,15.701,17.443,1,6,"1986",4.01,1,"4",NA,6,NA,6301,20.9744,FALSE
"163","5/17/2021 19:15","5/17/2021 19:20",0,100,264,1,"5/17/2021 19:20",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.568,10.568,22.424,1,3,10.326,11.15,11.54,2,3,11.72,12.625,12.932,2,2,9.245,9.245,10.089,1,7.11,9.487,9.487,10.578,1,7.37,7.601,7.601,8.231,1,8.82,9.222,9.222,9.989,1,9.96,10.836,20.705,21.616,2,10,13.701,13.701,14.612,1,8.21,9.524,9.524,10.475,1,8.24,"1982",3.85,1,"1,6",NA,3,NA,9778,13.2486,FALSE
"164","5/17/2021 19:17","5/17/2021 19:20",0,100,166,1,"5/17/2021 19:20",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.539,35.254,35.514,2,5,3.189,3.189,3.869,1,3,2.335,2.335,2.567,1,1,3.257,3.257,4.491,1,7.35,1.724,1.724,2.288,1,7.61,2.625,2.625,3.983,1,5.1,1.758,1.758,2.218,1,8.37,2.938,2.938,3.572,1,10,2.364,2.364,2.793,1,0,4.313,4.313,4.846,1,8.83,"1982",5,1,"1",NA,5,NA,3214,6.6141,FALSE
"165","5/17/2021 19:17","5/17/2021 19:20",0,100,140,1,"5/17/2021 19:20",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.477,5.477,5.934,1,5,7.919,7.919,8.641,1,3,7.506,7.506,8.135,1,3,6.691,6.691,7.169,1,9.46,4.891,4.891,5.501,1,9.65,4.655,4.655,5.215,1,10,4.446,4.946,5.27,2,10,10.517,10.517,12.64,1,9.56,6.502,7.903,8.593,2,8.07,6.565,6.565,7.225,1,10,"1996",3.69,1,"6",NA,5,NA,9522,7.4323,FALSE
"166","5/17/2021 19:18","5/17/2021 19:20",0,100,98,1,"5/17/2021 19:20",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.822,5.822,6.646,1,5,4.884,4.884,7.231,1,4,4.575,6.39,8.735,2,4,6.748,6.748,7.886,1,7.04,4.762,4.762,5.779,1,9.49,4.292,4.292,5.412,1,6.61,3.201,3.201,4.051,1,8.03,5.578,5.578,6.393,1,9.75,4.784,4.784,5.611,1,7.54,4.108,4.108,5.964,1,9.07,"1996",1.38,2,"1",NA,5,NA,5957,6.3708,FALSE
"167","5/17/2021 19:14","5/17/2021 19:20",0,100,333,1,"5/17/2021 19:20",NA,NA,NA,NA,"anonymous","EN",17.851,17.851,18.542,1,2,8.521,20.024,20.726,3,2,3.063,4.048,7.34,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.549,16.549,17.118,1,7.97,6.31,6.31,6.948,1,6.83,3.798,5.73,6.263,4,8.98,2.117,3.45,3.971,2,7.96,17.214,17.214,18.31,1,9.2,162.496,162.852,163.521,2,8.65,5.013,16.043,16.692,5,8.24,"1998",4.04,1,"1",NA,4,NA,1029,27.9431,TRUE
"168","5/17/2021 19:18","5/17/2021 19:20",0,100,140,1,"5/17/2021 19:20",NA,NA,NA,NA,"anonymous","EN",14.318,14.318,20.509,1,1,5.101,5.101,6.259,1,3,3.066,3.066,5.64,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.469,6.469,7.857,1,8.45,4.374,4.374,5.562,1,8.06,4.435,4.435,5.786,1,1.14,5.044,5.044,5.944,1,8.42,5.523,5.523,7.63,1,1.35,4.266,6.21,7.4,2,9.24,4.85,4.85,5.702,1,8.35,"1955",9.35,2,"1",NA,4,NA,7297,7.8289,TRUE
"169","5/17/2021 19:15","5/17/2021 19:20",0,100,312,1,"5/17/2021 19:20",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.307,18.307,19.981,1,3,9.901,9.901,12.086,1,4,9.043,9.043,10.439,1,3,24.676,24.676,26.276,1,6,9.097,9.097,13.918,1,8,14.907,14.907,16.401,1,9,13.507,13.507,14.8,1,9,63.871,63.871,65.404,1,10,14.201,14.201,16.341,1,6,14.974,14.974,16.295,1,9,"1954",1,2,"1",NA,3,NA,3980,21.1941,FALSE
"170","5/17/2021 19:19","5/17/2021 19:20",0,100,81,1,"5/17/2021 19:20",NA,NA,NA,NA,"anonymous","EN",4.164,4.164,4.849,1,2,4.36,4.36,4.951,1,3,4.088,4.088,4.595,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.665,4.665,5.287,1,6.52,2.27,3.469,4,2,3.65,2.679,2.679,3.198,1,2.97,2.089,3.74,4.02,3,7.81,5.321,5.321,5.84,1,8.9,3.722,4.119,4.138,2,1.71,4.58,4.58,5.05,1,9.52,"1995",6,1,"1",NA,2,NA,1652,4.5928,TRUE
"171","5/17/2021 19:17","5/17/2021 19:20",0,100,208,1,"5/17/2021 19:20",NA,NA,NA,NA,"anonymous","EN",8.932,8.932,10.098,1,3,2.212,2.212,3.702,1,3,2.27,2.27,6.076,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.95,66.802,68.797,6,8.08,6.052,6.052,7.494,1,9.05,7.279,7.279,8.863,1,8.53,6.686,6.686,7.412,1,9.6,6.24,6.24,7.17,1,10,7.198,7.198,8.426,1,3.98,7.907,7.907,9.106,1,9.81,"1989",2.48,1,"1",NA,5,NA,4004,13.7144,TRUE
"172","5/17/2021 19:16","5/17/2021 19:20",0,100,249,1,"5/17/2021 19:20",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.73,27.73,28.576,1,4,9.391,9.391,10.885,1,3,5.99,5.99,7.101,1,4,14.009,17.265,18.263,2,8,10.939,10.939,12.175,1,5.99,8.948,11.084,12.76,2,0,6.888,6.888,8.197,1,0.01,11.92,11.92,12.948,1,10,6.128,6.128,7.131,1,10,10.495,14.686,15.754,3,7,"1986",0.01,1,"4",NA,6,NA,4886,13.379,FALSE
"173","5/17/2021 19:18","5/17/2021 19:20",0,100,136,1,"5/17/2021 19:20",NA,NA,NA,NA,"anonymous","EN",13.258,14.006,14.631,2,3,6.435,6.435,7.553,1,3,8.67,8.67,11.752,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.044,10.044,11.274,1,6.07,7.57,7.57,8.17,1,8.07,6.796,6.796,7.59,1,7.13,5.35,5.35,6.02,1,9.18,11.045,11.045,11.877,1,10,7.349,7.349,8.482,1,2.93,6.694,6.694,7.348,1,8.14,"1988",7.08,1,"1,6",NA,3,NA,1505,9.4697,TRUE
"174","5/17/2021 19:19","5/17/2021 19:20",0,100,105,1,"5/17/2021 19:20",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.084,1.084,1.472,1,5,0.895,0.895,1.453,1,3,5.047,5.479,5.941,2,5,8.497,8.497,9.703,1,7.18,6.485,6.485,7.221,1,9.27,5.652,5.652,6.109,1,7.06,7.62,7.62,8.248,1,7.03,9.416,10.189,10.656,2,8.14,10.151,10.692,11.538,2,4.3,9.803,9.803,10.514,1,7.96,"1997",5.94,1,"1",NA,8,NA,6630,7.2855,FALSE
"175","5/17/2021 19:18","5/17/2021 19:20",0,100,145,1,"5/17/2021 19:20",NA,NA,NA,NA,"anonymous","EN",5.418,5.418,6.309,1,3,2.293,2.293,3.463,1,3,2.071,2.071,3.139,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.884,3.884,5.325,1,7,3.801,3.801,5.329,1,6.04,2.926,2.926,4.492,1,1.92,3.239,3.239,4.948,1,8.04,5.631,5.631,6.618,1,8.06,3.659,3.659,4.808,1,2.31,4.992,4.992,5.878,1,8.41,"1978",1.99,2,"1",NA,8,NA,2502,5.0309,TRUE
"176","5/17/2021 19:19","5/17/2021 19:20",0,100,78,1,"5/17/2021 19:20",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.999,14.999,15.599,1,5,3.158,3.158,4.315,1,2,2.202,2.202,2.824,1,1,6.84,6.84,7.445,1,7.04,4.173,4.173,4.747,1,9.04,3.045,3.045,3.574,1,9.1,1.641,2.064,2.433,2,10,3.115,3.115,3.829,1,10,5.451,5.451,6.27,1,0,3.398,3.398,3.909,1,10,"1992",0,1,"1",NA,4,NA,9766,5.4945,FALSE
"177","5/17/2021 19:18","5/17/2021 19:21",0,100,163,1,"5/17/2021 19:21",NA,NA,NA,NA,"anonymous","EN",12.499,12.499,14.841,1,4,9.387,9.387,10.611,1,4,5.235,7.619,8.81,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.955,6.955,8.03,1,8.54,7.134,7.134,7.936,1,9.58,5.934,5.934,6.753,1,10,7.237,7.237,8.501,1,10,10.724,10.724,11.666,1,10,8.365,8.365,9.234,1,10,7.162,7.162,8.15,1,8.33,"1962",6.33,2,"1",NA,4,NA,9464,9.4532,TRUE
"178","5/17/2021 19:19","5/17/2021 19:21",0,100,82,1,"5/17/2021 19:21",NA,NA,NA,NA,"anonymous","EN",1.418,1.418,2.788,1,3,1.841,1.841,2.838,1,4,1.744,1.744,3.051,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.648,4.83,5.801,3,10,1.25,2.251,2.782,2,9.8,1.156,1.156,2.893,1,9.03,1.513,1.513,2.612,1,9.3,1.404,1.404,2.535,1,8.97,1.306,1.306,2.421,1,8.17,1.244,1.244,2.009,1,9.11,"1993",5.1,1,"4",NA,6,NA,6983,2.973,TRUE
"180","5/17/2021 19:19","5/17/2021 19:21",0,100,124,1,"5/17/2021 19:21",NA,NA,NA,NA,"anonymous","EN",5.577,5.577,6.753,1,4,9.702,9.702,11.483,1,3,7.94,7.94,9.223,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.176,11.835,12.823,2,5.03,8.571,8.571,9.625,1,5.23,4.174,4.174,5.022,1,5.9,3.936,3.936,4.953,1,9.18,7.979,7.979,11.992,1,7.06,5.204,5.204,6.173,1,4.21,4.565,5.395,5.892,2,7.83,"1954",7.85,2,"1",NA,3,NA,5119,8.3939,TRUE
"181","5/17/2021 19:17","5/17/2021 19:21",0,100,232,1,"5/17/2021 19:21",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.112,12.112,13.67,1,5,8.81,8.81,10.6,1,4,14.51,14.51,16.1,1,3,16.284,16.284,18.724,1,5,6.501,7.838,9.853,2,5,7.431,12.881,14.658,2,1,8.617,15.2,17.345,3,1,16.828,18.398,19.945,2,10,15.875,16.901,18.438,2,5,9.655,9.655,11.461,1,10,"1958",2,1,"4",NA,2,NA,1442,15.0794,FALSE
"182","5/17/2021 19:18","5/17/2021 19:21",0,100,145,1,"5/17/2021 19:21",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.446,13.446,16.628,1,5,5.725,5.725,6.882,1,5,7.13,7.13,8.505,1,5,5.745,5.745,8.628,1,7,6.008,6.008,6.9,1,8,6.971,6.971,8.272,1,8,8.125,8.125,9.689,1,8.52,15.752,15.752,18.806,1,0,9.441,9.441,12.138,1,9,4.153,4.153,5.676,1,10,"1974",5.52,1,"1",NA,8,NA,5678,10.2124,FALSE
"183","5/17/2021 19:16","5/17/2021 19:21",0,100,289,1,"5/17/2021 19:21",NA,NA,NA,NA,"anonymous","EN",6.653,6.653,8.396,1,5,19.937,19.937,24.376,1,3,27.94,27.94,29.205,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.152,3.152,8.937,1,6.35,30.062,30.062,44.02,1,5.9,25.379,25.379,27.528,1,6.14,12.071,56.076,59.45,2,6.34,3.053,6.84,7.397,2,6.04,4.164,4.164,5.064,1,8.28,7.408,18.866,20.055,2,7,"1982",3.14,1,"1",NA,5,NA,1660,23.4428,TRUE
"184","5/17/2021 19:19","5/17/2021 19:21",0,100,128,1,"5/17/2021 19:21",NA,NA,NA,NA,"anonymous","EN",11.783,11.783,12.837,1,4,4.428,4.428,5.51,1,3,3.506,3.506,4.84,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.576,7.576,8.684,1,2,5.545,5.545,6.52,1,9.01,6.638,6.638,7.42,1,9,9.06,9.06,9.946,1,9,4.905,4.905,5.725,1,10,5.216,5.216,7.453,1,0.01,8.64,8.64,9.554,1,9.75,"1983",1,2,"1",NA,5,NA,9687,7.8489,TRUE
"185","5/17/2021 19:19","5/17/2021 19:21",0,100,96,1,"5/17/2021 19:21",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.243,5.243,5.972,1,5,3.674,3.674,4.54,1,4,3.845,3.845,4.948,1,2,5.442,5.442,7.226,1,3,4.494,4.494,5.605,1,8.06,6.621,6.621,7.267,1,8.15,3.018,3.018,4.061,1,8.17,8.536,8.536,9.754,1,10,5.245,5.245,6.146,1,9.07,5.358,5.358,6.569,1,9.14,"1984",2.03,2,"1",NA,5,NA,6403,6.2088,FALSE
"186","5/17/2021 19:19","5/17/2021 19:21",0,100,88,1,"5/17/2021 19:21",NA,NA,NA,NA,"anonymous","EN",0,0,7.143,0,2,0,0,6.496,0,3,0,0,3.048,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.896,5.896,6.1,1,7.9,2.65,2.65,2.839,1,6.83,2.557,2.557,2.761,1,8.44,3.235,4.171,4.454,2,9.14,4.609,4.609,4.942,1,10,3.585,3.585,3.91,1,9.99,3.126,3.126,3.661,1,8.15,"1963",5.1,1,"1",NA,4,NA,5722,4.5354,TRUE
"187","5/17/2021 19:19","5/17/2021 19:21",0,100,106,1,"5/17/2021 19:21",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.116,10.026,12.268,3,5,10.627,10.627,11.331,1,3,2.935,2.935,4.298,1,2,6.269,6.269,6.994,1,1.72,3.745,3.745,4.628,1,6.94,6.047,6.047,7.238,1,8.06,3.286,3.286,4.006,1,9.14,7.173,7.173,7.83,1,9.54,6.777,9.56,10.303,2,4.01,7.731,8.419,8.742,2,9.76,"1994",4.23,1,"1",NA,2,NA,6058,7.7638,FALSE
"188","5/17/2021 19:16","5/17/2021 19:21",0,100,279,1,"5/17/2021 19:21",NA,NA,NA,NA,"anonymous","EN",7.141,7.141,16.952,1,2,7.98,7.98,10.557,1,3,9.257,9.257,13.446,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.3,16.3,17.953,1,4,12.142,12.142,13.921,1,6,11.616,31.176,32.479,2,7.84,9.69,12.318,15.237,2,8.68,8.857,20.01,21.167,2,9.9,19.545,19.545,20.781,1,8.51,30.722,36.136,36.843,2,8.69,"1971",2.2,1,"2",NA,5,NA,1490,19.9336,TRUE
"189","5/17/2021 19:13","5/17/2021 19:21",0,100,506,1,"5/17/2021 19:21",NA,NA,NA,NA,"anonymous","EN",73.734,81.998,106.046,2,4,27.995,27.995,29.858,1,3,23.244,23.244,25.045,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.11,20.11,21.192,1,8.55,18.404,22.789,24.641,2,9.24,23.953,23.953,24.923,1,10,1.981,19.15,19.892,2,10,3.351,25.038,29.055,2,10,1.927,27.881,29.356,3,7.15,42.098,44.98,45.886,3,8.12,"1993",4.15,2,"1",NA,5,NA,4167,35.5894,TRUE
"190","5/17/2021 19:17","5/17/2021 19:21",0,100,257,1,"5/17/2021 19:21",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2.511,0,4,0,0,1.909,0,4,0,0,3.045,0,3,2.592,10.44,11.135,13,6.28,1.341,1.341,1.701,1,9.06,1.317,1.317,1.791,1,7.03,0.599,0.599,0.995,1,7.89,1.98,1.98,2.361,1,9.94,0.954,0.954,1.324,1,9.92,2.054,2.054,2.452,1,8.13,"1991",3.58,1,"1",NA,5,NA,4299,2.9224,FALSE
"191","5/17/2021 19:20","5/17/2021 19:21",0,100,92,1,"5/17/2021 19:21",NA,NA,NA,NA,"anonymous","EN",1.224,5.009,5.953,6,1,0.999,6.177,7.064,8,2,2.078,5.255,6.408,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.956,3.956,4.773,1,8.9,2.085,7.216,8.273,6,9.28,1.526,2.848,3.885,2,3.15,1.521,3.711,4.56,3,6.8,0.59,5.395,6.229,5,8.66,0.815,5.627,6.444,3,1.07,1.345,7.051,10.031,5,9.76,"1988",1.06,1,"8",NA,9,NA,5345,6.362,TRUE
"192","5/17/2021 19:18","5/17/2021 19:21",0,100,216,1,"5/17/2021 19:21",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.481,5.481,6.313,1,4,3.688,3.688,4.292,1,4,34.084,125.599,126.613,2,1,7.973,7.973,9.214,1,8.29,4.295,4.295,4.974,1,2.07,4.002,4.002,4.717,1,1.59,2.575,2.575,3.161,1,5.95,4.683,4.683,5.185,1,3.81,5.562,5.562,6.143,1,1.46,4.837,4.837,5.398,1,9.32,"1992",7.31,1,"1",NA,5,NA,4493,17.601,FALSE
"193","5/17/2021 19:11","5/17/2021 19:21",0,100,636,1,"5/17/2021 19:21",NA,NA,NA,NA,"anonymous","EN",20.694,20.694,22.198,1,3,1.02,1.02,2.439,1,4,0.568,1.505,1.918,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.924,1.167,2.341,2,7.38,0.576,1.328,1.612,2,7.49,0.581,1.347,1.633,2,7.83,0.566,0.845,1.91,2,6.37,0.581,0.581,1.347,1,5.63,1.157,1.157,2.096,1,6.39,0.406,2.826,6.297,2,7.15,"1987",10,1,"2",NA,5,NA,1203,4.3791,TRUE
"194","5/17/2021 19:19","5/17/2021 19:21",0,100,157,1,"5/17/2021 19:21",NA,NA,NA,NA,"anonymous","EN",0.809,10.332,11.149,2,3,5.039,5.53,5.746,2,2,3.65,4.748,5.396,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.666,4.863,5.546,2,1.41,2.986,2.986,3.373,1,8.01,1.753,2.891,3.083,3,6.73,66.321,66.692,66.906,2,8.75,4.221,5.649,5.803,3,7.03,4.386,6.735,7.332,3,6.42,4.118,4.537,4.818,2,9.03,"1996",5.86,1,"6",NA,5,NA,9838,11.9152,TRUE
"195","5/17/2021 19:20","5/17/2021 19:21",0,100,85,1,"5/17/2021 19:21",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.963,9.449,10.306,2,4,2.874,2.874,3.806,1,4,2.61,2.61,3.677,1,3,6.85,6.85,7.985,1,5,5.72,5.72,6.786,1,9.03,3.126,3.126,4.331,1,10,1.857,1.857,2.729,1,10,2.918,2.918,4.011,1,10,5.274,5.274,6.191,1,8.07,2.528,2.528,3.286,1,10,"1992",1,1,"1,4",NA,6,NA,4471,5.3108,FALSE
"196","5/17/2021 19:16","5/17/2021 19:21",0,100,342,1,"5/17/2021 19:21",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.022,8.022,11.39,1,4,6.27,6.27,7.601,1,3,4.475,5.715,6.732,2,4,4.726,4.726,5.652,1,8.58,2.96,3.695,4.112,2,7.75,3.927,3.927,5.059,1,7.56,1.771,1.771,2.615,1,7.28,2.119,2.119,4.018,1,6.79,1.113,1.113,1.929,1,6.59,12.528,12.528,13.727,1,6.82,"1984",6.87,2,"4",NA,5,NA,6796,6.2835,FALSE
"197","5/17/2021 19:19","5/17/2021 19:21",0,100,138,1,"5/17/2021 19:21",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.399,13.907,16.418,2,4,6.587,6.587,7.415,1,3,6.914,6.914,8.124,1,3,13.493,13.493,14.893,1,4.3,6.287,6.287,7.128,1,8.7,6.017,6.017,7.243,1,8,2.315,2.315,3.908,1,10,5.459,5.459,7.117,1,10,11.112,11.112,11.989,1,7,8.231,8.231,8.941,1,9,"1985",5.51,1,"1",NA,6,NA,5235,9.3176,FALSE
"198","5/17/2021 19:18","5/17/2021 19:22",0,100,233,1,"5/17/2021 19:22",NA,NA,NA,NA,"anonymous","EN",24.453,24.453,25.892,1,1,2.207,2.207,4.171,1,3,7.064,7.064,8.66,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.732,12.229,20.922,2,3.01,4.962,9.288,11.711,2,4.01,6.315,6.315,8.084,1,5.97,8.302,17.587,20.405,3,0,7.01,7.01,12.336,1,10,10,10,12.534,1,0.01,4.863,9.109,10.734,2,8.01,"1955",2,1,"4",NA,3,NA,1034,13.5449,TRUE
"199","5/17/2021 19:20","5/17/2021 19:22",0,100,87,1,"5/17/2021 19:22",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.488,4.935,6.959,2,3,0.984,0.984,2.042,1,3,0.6,2.514,3.89,3,2,2.089,2.515,4.19,2,0,1.645,2.028,3.2,2,0.1,1.744,1.981,4.261,2,1.01,1.125,2.386,2.868,2,8.58,2.893,3.514,3.984,2,9.41,0.626,0.626,1.637,1,8.31,1.313,3.079,4.279,3,5.18,"1986",0.21,2,"1",NA,5,NA,6947,3.731,FALSE
"200","5/17/2021 19:19","5/17/2021 19:22",0,100,141,1,"5/17/2021 19:22",NA,NA,NA,NA,"anonymous","EN",10.479,10.479,11.383,1,3,12.05,12.05,13.421,1,4,5.097,5.097,5.928,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.32,6.32,7.011,1,8.82,5.665,5.665,6.328,1,8.62,13.643,13.643,14.658,1,6.06,2.221,3.663,4.124,3,8.35,9.384,9.909,11.387,2,10,5.667,5.667,6.175,1,10,4.678,4.678,5.413,1,10,"1984",4.96,1,"1",NA,5,NA,5475,8.5828,TRUE
